product_update_id;update_date;product_id;description;update_type_id;creation_date;ts
604;2007-05-31 00:00:00;1;Security Update 2007-005 v1.1;4;2007-05-31 00:00:00;2008-07-26 03:41:44
605;2007-06-05 00:00:00;34;MacBook Pro update 2.2/2.4GHz, 15.4" now LED backlight, 17" high res display optional, GeForce 8600M GT graphics, upto 4GB RAM;3;2007-06-05 00:00:00;2008-07-26 03:41:44
606;2007-06-11 00:00:00;1;10.5 previewed, new Desktop, Finder etc. (new apple.com homepage);5;2007-06-11 00:00:00;2008-11-25 19:15:07
607;2007-06-11 00:00:00;2;Safari 3.0 public beta, now available on Windows XP/Vista;2;2007-06-11 00:00:00;2008-07-26 03:41:44
608;2007-06-14 00:00:00;2;Safari 3.0.1 beta update for Windows, includes security improvements;4;2007-06-14 00:00:00;2008-07-26 03:41:44
609;2007-06-20 00:00:00;48;Apple TV software update v1.1, YouTube video's now available;4;2007-06-20 00:00:00;2008-07-26 03:41:44
610;2007-06-20 00:00:00;1;10.4.10 update available;3;2007-06-20 00:00:00;2008-07-26 03:41:44
611;2007-06-22 00:00:00;1;Security Update 2007-006 (for 10.3.9 and 10.4.9 and later);4;2007-06-22 00:00:00;2008-07-26 03:41:44
612;2007-06-22 00:00:00;2;Safari 3.0.2 beta update for Mac and Windows;4;2007-06-22 00:00:00;2008-07-26 03:41:44
613;2007-06-22 00:00:00;9;iTunes now 3rd largest US music retailer;5;2007-06-22 00:00:00;2008-07-26 03:41:44
614;2007-06-19 00:00:00;53;Tweaking of MacTimeline;5;2007-06-19 00:00:00;2008-07-26 03:41:44
615;2007-06-27 00:00:00;21;Final Cut Pro 6.0.1 update available;4;2007-06-27 00:00:00;2008-07-26 03:41:44
616;2007-06-27 00:00:00;22;Motion 3.0.1 update available;4;2007-06-27 00:00:00;2008-07-26 03:41:44
617;2007-06-27 00:00:00;50;Color 1.0.1 update available;4;2007-06-27 00:00:00;2008-07-26 03:41:44
618;2007-06-27 00:00:00;51;Compressor 3.0.1 update available;4;2007-06-27 00:00:00;2008-07-26 03:41:44
619;2007-06-27 00:00:00;42;Soundtrack Pro 2.0.1 update available;4;2007-06-27 00:00:00;2008-07-26 03:41:44
620;2007-06-29 00:00:00;49;iPhone now available in USA;1;2007-06-29 00:00:00;2008-07-26 03:41:44
621;2007-06-18 00:00:00;49;iPhone battery life extended when shipping, now upto 8 hours of talk time;5;2007-06-18 00:00:00;2008-07-26 03:41:44
622;2007-06-29 00:00:00;9;iTunes 7.3 available for download, support for iPhone and multiple photo streaming for Apple TV;3;2007-06-29 00:00:00;2008-07-26 03:41:44
623;2007-06-30 00:00:00;53;Further tweaking of site;5;2007-06-30 00:00:00;2008-07-26 03:41:44
625;2007-07-02 00:00:00;1;10.4.10 v1.1 (intel) update released;4;2007-07-02 00:00:00;2008-07-26 03:41:44
626;2007-07-11 00:00:00;9;iTunes 7.3.1 update available;4;2007-07-11 00:00:00;2008-07-26 03:41:44
627;2007-07-11 00:00:00;15;QuickTime 7.2 update available, full screen no longer Pro feature;3;2007-07-11 00:00:00;2008-07-26 03:41:44
628;2007-07-31 00:00:00;49;iPhone software update 1.0.1 available;4;2007-07-31 00:00:00;2008-07-26 03:41:44
629;2007-07-31 00:00:00;1;Security Update 2007-007;4;2007-07-31 00:00:00;2008-07-26 03:41:44
630;2007-07-31 00:00:00;2;Safari 3.0.3 beta update;4;2007-07-31 00:00:00;2008-07-26 03:41:44
631;2007-08-02 00:00:00;9;iTunes 7.3.2 update available;4;2007-08-02 00:00:00;2008-07-26 03:41:44
632;2007-08-07 00:00:00;11;iPhoto '08 announced and shipping with iLife '08, new interface, new Events feature;2;2007-08-07 00:00:00;2008-07-26 03:41:44
633;2007-08-07 00:00:00;12;iMovie '08 announced and shipping with iLife '08, new interface, new editing features and support;2;2007-08-07 00:00:00;2008-07-26 03:41:44
634;2007-08-07 00:00:00;13;iDVD '08 announced and shipping with iLife '08;2;2007-08-07 00:00:00;2008-07-26 03:41:44
635;2007-08-07 00:00:00;14;GarageBand '08 announced and available with iLife '08, new magic garageband feature;2;2007-08-07 00:00:00;2008-07-26 03:41:44
636;2007-08-07 00:00:00;45;iWeb '08 announced and available with iLife '08, new web widgets, template switching;2;2007-08-07 00:00:00;2008-07-26 03:41:44
637;2007-08-07 00:00:00;17;Keynote '08 announced and available with iWork '08, A-B animation, instant alpha;2;2007-08-07 00:00:00;2008-07-26 03:41:44
638;2007-08-07 00:00:00;16;Pages '08 announced and available with iWork '08, two mode word processing and page layout;2;2007-08-07 00:00:00;2008-07-26 03:41:44
639;2007-08-07 00:00:00;54;Numbers '08 announced and available with iWork '08, spreadsheet application introduced;1;2007-08-07 00:00:00;2008-07-26 03:41:44
640;2007-08-07 00:00:00;27;Airport Extreme now includes gigabit ethernet port;5;2007-08-07 00:00:00;2008-07-26 03:41:44
641;2007-08-07 00:00:00;27;New aluminium Apple wired and wireless keyboard (introduced with new iMac);5;2007-08-07 00:00:00;2008-07-26 03:41:44
642;2007-08-07 00:00:00;41;Mac mini update, Core 2 Duo, upto 2.0GHz, 80 and 120GB;3;2007-08-07 00:00:00;2008-07-26 03:41:44
643;2007-08-07 00:00:00;11;iPhoto 7.0.1 update available, fixes publishing to .mac web gallery;4;2007-08-07 00:00:00;2008-07-26 03:41:44
644;2007-08-07 00:00:00;44;Aperture 1.5.4 update available;4;2007-08-07 00:00:00;2008-07-26 03:41:44
645;2007-08-17 00:00:00;45;iWeb 2.0.1 update available;4;2007-08-17 00:00:00;2008-07-26 03:41:44
646;2007-08-07 00:00:00;31;New iMac, new case with black bezel, low end 20" US$1199, low end 24" US$1,799;2;2007-08-07 00:00:00;2008-07-26 03:41:44
647;2007-08-21 00:00:00;49;iPhone software update 1.0.2 available;4;2007-08-21 00:00:00;2008-07-26 03:41:44
648;2007-08-22 00:00:00;12;iMovie 7.0.1 update available;4;2007-08-22 00:00:00;2008-07-26 03:41:44
649;2007-08-28 00:00:00;11;iPhoto 7.0.2 update available;4;2007-08-28 00:00:00;2008-07-26 03:41:44
650;2007-09-05 00:00:00;47;iPod Hi-Fi discontinued, can no longer be purchased from Apple Store;5;2007-09-05 00:00:00;2008-07-26 03:41:44
651;2007-09-05 00:00:00;40;iPod shuffle, new colours: silver, light blue, teal, green and product red;4;2007-09-05 00:00:00;2008-07-26 03:41:44
652;2007-09-05 00:00:00;43;iPod nano 3rd generation, new small design and case, new OS with video, 4GB US$149, 8GB US$199;2;2007-09-05 00:00:00;2008-07-26 03:41:44
653;2007-09-05 00:00:00;28;iPod classic, new case design same style, new OS, 80GB US$249, 160GB US$349;2;2007-09-05 00:00:00;2008-07-26 03:41:44
654;2007-09-05 00:00:00;49;iPhone ringtones available soon, song + US$0.99;5;2007-09-05 00:00:00;2008-07-26 03:41:44
655;2007-09-05 00:00:00;49;iPhone 4GB model to be dropped, 8GB now U$399;5;2007-09-05 00:00:00;2008-07-26 03:41:44
656;2007-09-05 00:00:00;55;iPod touch introduced, wifi, touch screen, 8GB  US$299, 16GB US$399;1;2007-09-05 00:00:00;2008-07-26 03:41:44
657;2007-09-05 00:00:00;9;iTunes 7.4 update available, support iPhone ring-tones and new iPods;3;2007-09-05 00:00:00;2008-07-26 03:41:44
658;2007-09-07 00:00:00;9;iTunes 7.4.1 update available;4;2007-09-07 00:00:00;2008-07-26 03:41:44
659;2007-09-12 00:00:00;19;Logic Express 8 announced US$199;2;2007-09-12 00:00:00;2008-07-26 03:41:44
660;2007-09-12 00:00:00;26;Logic Studio 8 announced and available US$499\; includes Soundtrack Pro 2, Studio Instruments, Sound Effects;2;2007-09-12 00:00:00;2008-07-26 03:41:44
661;2007-09-18 00:00:00;49;iPhone for UK announced on O2 network, available November 9;5;2007-09-18 00:00:00;2008-07-26 03:41:44
662;2007-09-17 00:00:00;9;iTunes 7.4.2 update available;4;2007-09-17 00:00:00;2008-07-26 03:41:44
663;2007-09-26 00:00:00;11;iPhoto 7.1 update available;3;2007-09-26 00:00:00;2008-07-26 03:41:44
664;2007-09-26 00:00:00;12;iMovie 7.1 update available;3;2007-09-26 00:00:00;2008-07-26 03:41:44
665;2007-09-26 00:00:00;13;iDVD 7.0.1 update available;4;2007-09-26 00:00:00;2008-07-26 03:41:44
666;2007-09-26 00:00:00;14;GarageBand 4.1 update available;3;2007-09-26 00:00:00;2008-07-26 03:41:44
667;2007-09-27 00:00:00;49;iPhone software update 1.1.1 available (154MB), introduces iTunes Music Store;3;2007-09-27 00:00:00;2008-07-26 03:41:44
668;2007-09-27 00:00:00;9;iTunes 7.4.3 for windows update available;4;2007-09-27 00:00:00;2008-07-26 03:41:44
669;2007-09-27 00:00:00;55;iPod touch software update 1.1.1 available, includes bug fixes;5;2007-09-27 00:00:00;2008-07-26 03:41:44
670;2007-09-27 00:00:00;17;Keynote 4.0.1 update available;4;2007-09-27 00:00:00;2008-07-26 03:41:44
671;2007-09-27 00:00:00;16;Pages 3.0.1 update available;4;2007-09-27 00:00:00;2008-07-26 03:41:44
672;2007-09-27 00:00:00;54;Numbers 1.0.1 update available;4;2007-09-27 00:00:00;2008-07-26 03:41:44
673;2007-09-27 00:00:00;45;iWeb 2.0.2 update available;4;2007-09-27 00:00:00;2008-07-26 03:41:44
674;2007-10-06 00:00:00;43;iPod nano software update 1.0.2;4;2007-10-06 00:00:00;2008-07-26 03:41:44
675;2007-10-06 00:00:00;28;iPod classic software update 1.0.2;4;2007-10-06 00:00:00;2008-07-26 03:41:44
676;2007-10-18 00:00:00;25;Xsan 1.4.2 update available (Admin and Filesystem);4;2007-10-18 00:00:00;2008-07-26 03:41:44
677;2006-12-05 00:00:00;25;Xsan 1.4.1 update available (Admin and Filesystem);4;2006-12-05 00:00:00;2008-07-26 03:41:44
678;2007-10-18 00:00:00;39;ARD 3.2 update available;3;2007-10-18 00:00:00;2008-07-26 03:41:44
679;2007-10-25 00:00:00;13;iDVD 6.0.4 update available for improved support with 10.5;5;2007-10-25 00:00:00;2008-07-26 03:41:44
680;2007-10-26 00:00:00;44;Aperture 1.5.6 update available;4;2007-10-26 00:00:00;2008-07-26 03:41:44
681;2007-10-25 00:00:00;14;GarageBand 3.0.5 update available for improved support with 10.5;4;2007-10-25 00:00:00;2008-07-26 03:41:44
682;2007-10-25 00:00:00;1;10.5 Leopard available worldwide;2;2007-10-25 00:00:00;2008-07-26 03:41:44
683;2007-11-01 00:00:00;33;MacBook update 2.0GHz or 2.2GHz (santa rosa), GMA X3100 video;4;2007-11-01 00:00:00;2008-07-26 03:41:44
684;2007-11-01 00:00:00;34;MacBook Pro new BTO 2.6GHz, 250GB HDD;4;2007-11-01 00:00:00;2008-07-26 03:41:44
685;2007-11-05 00:00:00;15;QuickTime 7.3 update available;3;2007-11-05 00:00:00;2008-07-26 03:41:44
686;2007-11-05 00:00:00;9;iTunes 7.5 update available;3;2007-11-05 00:00:00;2008-07-26 03:41:44
687;2007-11-12 00:00:00;49;iPhone software update 1.1.2 available;4;2007-11-12 00:00:00;2008-07-26 03:41:44
688;2007-11-12 00:00:00;55;iPod touch software update 1.1.2 available, adds calendar entries;4;2007-11-12 00:00:00;2008-07-26 03:41:44
689;2007-10-25 00:00:00;7;iCal 3.0 (included with Mac OS 10.5 Leopard);2;2007-10-25 00:00:00;2008-07-26 03:41:44
690;2007-10-25 00:00:00;20;iChat 4.0 (included with Mac OS 10.5 Leopard);2;2007-10-25 00:00:00;2008-07-26 03:41:44
691;2007-11-13 00:00:00;28;iPod 5th generation sotfware update 1.2.2, bug fixes;5;2007-11-13 00:00:00;2008-07-26 03:41:44
692;2007-11-14 00:00:00;21;Final Cut Pro 6.0.2 update available;4;2007-11-14 00:00:00;2008-07-26 03:41:44
693;2007-11-14 00:00:00;42;Soundtrack Pro 2.0.2 update available;4;2007-11-14 00:00:00;2008-07-26 03:41:44
694;2007-11-14 00:00:00;23;DVD Studio Pro 4.2.1 update available;4;2007-11-14 00:00:00;2008-07-26 03:41:44
695;2007-11-14 00:00:00;22;Motion 3.0.2 update available;4;2007-11-14 00:00:00;2008-07-26 03:41:44
696;2007-11-14 00:00:00;50;Color 1.0.2 update available;4;2007-11-14 00:00:00;2008-07-26 03:41:44
697;2007-11-14 00:00:00;51;Compressor 3.0.2 update available;4;2007-11-14 00:00:00;2008-07-26 03:41:44
698;2007-11-14 00:00:00;11;iPhoto 7.1.1 update available;4;2007-11-14 00:00:00;2008-07-26 03:41:44
699;2007-11-14 00:00:00;1;10.4.11 update available;5;2007-11-14 00:00:00;2008-07-26 03:41:44
700;2007-11-14 00:00:00;2;Safari 3.0.4 (included in 10.4.11) and available for Windows;4;2007-11-14 00:00:00;2008-07-26 03:41:44
701;2007-11-15 00:00:00;18;Final Cut Express 4 released (now US$199);2;2007-11-15 00:00:00;2008-07-26 03:41:44
702;2007-11-15 00:00:00;1;10.5.1 update available;3;2007-11-15 00:00:00;2008-07-26 03:41:44
703;2007-11-27 00:00:00;28;iPod 5th generation sotfware update 1.2.3, bug fixes;5;2007-11-27 00:00:00;2008-07-26 03:41:44
704;2007-12-13 00:00:00;15;QuickTime 7.3.1 security update;4;2007-12-13 00:00:00;2008-07-26 03:41:44
705;2007-12-13 00:00:00;14;GarageBand 4.1.1 update supports custom iPhone ringtones;4;2007-12-13 00:00:00;2008-07-26 03:41:44
706;2007-12-17 00:00:00;1;Security Update 2007-009 for 10.4.11 and 10.5.1;4;2007-12-17 00:00:00;2008-07-26 03:41:44
707;2007-12-22 00:00:00;1;Security Update 2007-009 v1.1 for 10.4.11 and 10.5.1;4;2007-12-22 00:00:00;2008-07-26 03:41:44
708;2007-10-25 00:00:00;2;Safari 3.0.4 (included with Mac OS 10.5 Leopard);4;2007-10-25 00:00:00;2008-07-26 03:41:44
709;2008-01-08 00:00:00;6;Mac Pro 8 core Xeon 3.2GHz (Penryn), upto 4TB of storage;4;2008-01-08 00:00:00;2008-07-26 03:41:44
710;2008-01-08 00:00:00;36;Xserve 2.8GHz Quad-Core Xeon (upto 3.0GHz);3;2008-01-08 00:00:00;2008-07-26 03:41:44
711;2008-01-15 00:00:00;9;iTunes 7.6 update available, new iTunes Movie Rentals;3;2008-01-15 00:00:00;2008-07-26 03:41:44
712;2008-01-15 00:00:00;12;iMovie 7.1.1 update available;4;2008-01-15 00:00:00;2008-07-26 03:41:44
713;2008-01-15 00:00:00;27;Time Capsule released, 500GB and 1TB, wireless hub for Time Machine;5;2008-01-15 00:00:00;2008-07-26 03:41:44
714;2008-01-15 00:00:00;15;QuickTime 7.4 update available (with iTunes 7.6);3;2008-01-15 00:00:00;2008-07-26 03:41:44
715;2008-01-15 00:00:00;48;Apple TV take 2 software update, new interface, no need for computer, downloads from iTunes;5;2008-01-15 00:00:00;2008-07-26 03:41:44
716;2008-01-15 00:00:00;49;iPhone software update 1.1.3 available\; customisable home screen, webclips;4;2008-01-15 00:00:00;2008-07-26 03:41:44
717;2008-01-15 00:00:00;55;iPod touch software update 1.1.3 available, customisable home screen, webclips\; US$20 for 5 new apps (from iPhone);4;2008-01-15 00:00:00;2008-07-26 03:41:44
718;2008-01-15 00:00:00;56;MacBook Air introduced, ultra thin portable, 13.3" LCD, 1.6/1.8GHz, 80GB HDD, 2GB RAM, no optical drive, US$1799;1;2008-01-15 00:00:00;2008-07-26 03:41:44
719;2008-01-22 00:00:00;43;iPod nano now available in Pink;5;2008-01-22 00:00:00;2008-07-26 03:41:44
720;2008-01-29 00:00:00;17;Keynote 4.0.2 update available;4;2008-01-29 00:00:00;2008-07-26 03:41:44
721;2008-01-29 00:00:00;16;Pages 3.0.2 update available;4;2008-01-29 00:00:00;2008-07-26 03:41:44
722;2008-01-29 00:00:00;54;Numbers 1.0.2 update available;4;2008-01-29 00:00:00;2008-07-26 03:41:44
723;2008-01-30 00:00:00;45;iWeb 2.0.3 update available;4;2008-01-30 00:00:00;2008-07-26 03:41:44
724;2008-02-05 00:00:00;49;iPhone 16GB model introduced, US$499;4;2008-02-05 00:00:00;2008-07-26 03:41:44
725;2008-02-05 00:00:00;55;iPod touch 32GB model introduced, US$499;4;2008-02-05 00:00:00;2008-07-26 03:41:44
726;2008-02-05 00:00:00;11;iPhoto 7.1.2 update available;4;2008-02-05 00:00:00;2008-07-26 03:41:44
727;2008-02-06 00:00:00;15;QuickTime 7.4.1 update available;4;2008-02-06 00:00:00;2008-07-26 03:41:44
728;2008-02-11 00:00:00;1;10.5.2 update available (180MB);3;2008-02-11 00:00:00;2008-07-26 03:41:44
729;2008-02-12 00:00:00;44;Aperture 2.0 announced and available, US$199;2;2008-02-12 00:00:00;2008-07-26 03:41:44
730;2008-02-12 00:00:00;48;Apple TV take 2 software released;2;2008-02-12 00:00:00;2008-07-26 03:41:44
731;2008-02-11 00:00:00;1;Security Update 2008-001;4;2008-02-11 00:00:00;2008-07-26 03:41:44
732;2008-02-19 00:00:00;40;iPod shuffle now 1GB US$49, new 2GB coming soon US$69;4;2008-02-19 00:00:00;2008-07-26 03:41:44
733;2008-02-19 00:00:00;25;Xsan 2 announced and available;2;2008-02-19 00:00:00;2008-07-26 03:41:44
734;2008-02-19 00:00:00;37;Xserve RAID appears to be discontinued;2;2008-02-19 00:00:00;2008-07-26 03:41:44
735;2008-02-21 00:00:00;9;iTunes 7.6.1 update available;4;2008-02-21 00:00:00;2008-07-26 03:41:44
736;2008-02-26 00:00:00;34;MacBook Pro update 2.4GHz-2.5GHz (penryn), 256-512MB NVIDIA card, 200-250GB HDD;3;2008-02-26 00:00:00;2008-07-26 03:41:44
737;2008-02-26 00:00:00;33;MacBook update 2.1-2.4GHz (penryn);3;2008-02-26 00:00:00;2008-07-26 03:41:44
738;2008-02-26 00:00:00;49;iPhone software update 1.1.4 available;4;2008-02-26 00:00:00;2008-07-26 03:41:44
739;2008-02-26 00:00:00;55;iPod touch software update 1.1.4 available;4;2008-02-26 00:00:00;2008-07-26 03:41:44
740;2008-02-28 00:00:00;11;iPhoto 7.1.3 update available;4;2008-02-28 00:00:00;2008-07-26 03:41:44
741;2008-03-03 00:00:00;44;Aperture 2.0.1 update available;4;2008-03-03 00:00:00;2008-07-26 03:41:44
742;2008-03-03 00:00:00;14;GarageBand 4.1.2 update available;4;2008-03-03 00:00:00;2008-07-26 03:41:44
743;2008-03-06 00:00:00;49;iPhone roadmap unveiled, SDK announced as Beta, coming June;5;2008-03-06 00:00:00;2008-07-26 03:41:44
744;2008-03-14 00:00:00;28;iPod 5th generation sotfware update 1.3, bug fixes;5;2008-03-14 00:00:00;2008-07-26 03:41:44
745;2008-03-17 00:00:00;27;Airport Express updated with 802.11n wireless standard;5;2008-03-17 00:00:00;2008-07-26 03:41:44
746;2008-03-18 00:00:00;2;Safari 3.1 update available for Mac and Windows;3;2008-03-18 00:00:00;2008-07-26 10:37:48
747;2008-03-18 00:00:00;1;Security Update 2008-002;4;2008-03-18 00:00:00;2008-07-26 03:41:44
748;2008-03-19 00:00:00;1;Time Machine and Airport Updates v1, now allows Time Machine on Airport Extreme;4;2008-03-19 00:00:00;2008-07-26 03:41:44
749;2008-03-26 00:00:00;1;Security Update 2008-002 v1.1;4;2008-03-26 00:00:00;2008-07-26 03:41:44
750;2008-03-27 00:00:00;49;iPhone SDK 2 released with Interface Builder;5;2008-03-27 00:00:00;2008-07-26 03:41:44
751;2005-09-07 00:00:00;43;iPod mini no more replaced with iPod nano;5;2005-09-07 00:00:00;2008-07-26 03:41:44
752;2005-02-23 00:00:00;43;iPod mini 4GB refreshed, colours as per 6GB model. 18hr battery life, US$199.New iPod mini 6GB model, 4 colours (blue, green, pink, silver), 18 hr battery life US$249;5;2005-02-23 00:00:00;2008-07-26 03:41:44
753;2005-02-23 00:00:00;43;iPod mini software update v1.3, (iPod Updater 2005-02-22);5;2005-02-23 00:00:00;2008-07-26 03:41:44
754;2004-11-18 00:00:00;43;iPod Updated 2004-11-15 include iPod mini software 1.2;5;2004-11-18 00:00:00;2008-07-26 03:41:44
755;2004-07-24 00:00:00;43;iPod mini available internationally (after delay);5;2004-07-24 00:00:00;2008-07-26 03:41:44
756;2004-02-20 00:00:00;43;iPod mini goes on sale in US;5;2004-02-20 00:00:00;2008-07-26 03:41:44
757;2004-01-06 00:00:00;43;iPod mini announced MWSF available Feb US, April World. 4GB US$249;5;2004-01-06 00:00:00;2008-07-26 03:41:44
758;2008-03-28 00:00:00;44;Aperture 2.1 update available, include new image editing plug-in architecture;3;2008-03-28 00:00:00;2008-07-26 03:41:44
759;2008-03-28 00:00:00;48;Apple TV 2.0.1 software update available;4;2008-03-28 00:00:00;2008-07-26 03:41:44
762;2008-04-02 00:00:00;9;iTunes 7.6.2 update available;4;2008-04-02 00:00:00;2008-07-26 03:41:44
763;2008-04-02 00:00:00;15;QuickTime 7.4.5 update available;4;2008-04-02 00:00:00;2008-07-26 03:41:44
764;2008-04-03 00:00:00;17;Keynote 4.0.3 update available;4;2008-04-03 00:00:00;2008-07-26 03:41:44
765;2008-04-03 00:00:00;9;iTunes surpasses Wal-Mart as largest music retailer in US;5;2008-04-03 00:00:00;2008-07-26 03:41:44
766;2008-04-08 00:00:00;52;Final Cut Server now shipping;1;2008-04-08 00:00:00;2008-07-26 03:41:44
767;2008-04-14 00:00:00;48;Apple TV 2.0.2 software update available;4;2008-04-14 00:00:00;2008-07-26 03:41:44
768;2008-04-16 00:00:00;2;Safari 3.1.1 update available for Mac and Windows;4;2008-04-16 00:00:00;2008-07-26 03:41:44
769;2008-04-28 00:00:00;31;iMac updated, 2.4-3.06GHz, 2GB RAM, 1066MHz front-side bus;3;2008-04-28 00:00:00;2008-07-26 03:41:44
770;2008-04-28 00:00:00;9;iTunes celebrates it's 5th anniversary on the iTunes Store;5;2008-04-28 00:00:00;2008-07-26 03:41:44
772;2008-05-02 00:00:00;28;iPod classic firmware update 1.1.2;4;2008-05-02 00:00:00;2008-07-26 03:41:44
773;2008-02-12 00:00:00;28;iPod classic firmware update 1.1.1;4;2008-02-12 00:00:00;2008-07-26 03:41:44
774;2008-05-21 00:00:00;26;Logic 8.0.2 update available (139MB);4;2008-05-21 00:00:00;2008-07-26 03:41:44
775;2008-06-09 00:00:00;49;iPhone 3G announced, shipping July 11, black/white model, GPS, from US$199, to be available in 70 countries;5;2008-06-09 00:00:00;2008-07-26 03:41:44
776;2008-05-28 00:00:00;1;10.5.3 update available (including Security Update 2008-003);3;2008-05-28 00:00:00;2008-07-26 03:41:44
777;2008-06-09 00:00:00;15;QuickTime 7.5 update available;3;2008-06-09 00:00:00;2008-07-26 03:41:44
778;2008-06-09 00:00:00;1;10.6 "Snow Leopard" discussed at WWDC, focuses on performance;5;2008-06-09 00:00:00;2008-07-26 03:41:44
779;2008-06-19 00:00:00;9;iTunes downloads now over 5 billion songs\; also 50,000 movies purchased and rented per day,;5;2008-06-19 00:00:00;2008-07-26 03:41:44
780;2007-09-19 00:00:00;49;iPhone for Germany announced on T-Mobile, available November 9;5;2007-09-19 00:00:00;2008-07-26 03:41:44
781;2008-06-30 00:00:00;1;10.5.4 update available, Security Update 2008-004;3;2008-06-30 00:00:00;2008-07-26 03:41:44
782;2008-07-03 00:00:00;56;MacBook Air quietly updated, high end model US$500 cheaper, 64GB SSD, 1.8GHz;4;2008-07-03 00:00:00;2008-07-26 03:41:44
783;2008-06-12 00:00:00;25;Xsan 2.1 available for download;3;2008-06-12 00:00:00;2008-07-26 03:41:44
784;2008-06-10 00:00:00;12;iMovie 7.1.2 update available;4;2008-06-10 00:00:00;2008-07-26 03:41:44
785;2008-06-10 00:00:00;13;iDVD 7.0.2 update available;4;2008-06-10 00:00:00;2008-07-26 03:41:44
786;2008-05-28 00:00:00;19;Logic Express 8.0.2 update available;4;2008-05-28 00:00:00;2008-07-26 03:41:44
787;2008-07-10 00:00:00;9;iTunes 7.7 update available, supports App Store;3;2008-07-10 00:00:00;2008-07-26 03:41:44
788;2008-07-10 00:00:00;48;Apple TV 2.1 software update, adds MobileMe support;3;2008-07-10 00:00:00;2008-07-26 03:41:44
789;2008-07-11 00:00:00;49;iPhone 3G now available in stores worldwide, version 2.0 software available;2;2008-07-11 00:00:00;2008-07-26 03:41:44
790;2008-07-12 00:00:00;55;iPod touch software update 2.0 available, with App Store;3;2008-07-12 00:00:00;2008-07-26 03:41:44
791;2008-07-15 00:00:00;55;iPod touch software update 1.1.5 available, if users did not upgrade to version 2.0;5;2008-07-15 00:00:00;2008-07-26 03:41:44
792;2008-07-14 00:00:00;49;iPhone 3G sold 1 million in 3 days, 10 million apps downloaded in first weekend;5;2008-07-14 00:00:00;2008-07-26 03:41:44
793;2008-07-22 00:00:00;11;iPhoto 7.1.4 update available (74MB);4;2008-07-22 00:00:00;2008-07-26 03:41:44
794;2008-07-22 00:00:00;12;iMovie 7.1.4 update available (38MB);4;2008-07-22 00:00:00;2008-07-26 03:41:44
795;2008-07-22 00:00:00;45;iWeb 2.0.4 update available (35MB);4;2008-07-22 00:00:00;2008-07-26 03:41:44
796;2008-07-25 00:00:00;53;fesfase2;5;2008-07-25 00:00:00;2008-07-26 03:41:44
799;2008-07-28 00:00:00;44;Aperture 2.1.1 update available (48MB);4;2008-07-28 22:14:55;2008-07-29 09:14:55
800;2008-07-30 00:00:00;9;iTunes 7.7.1 update available;4;2008-07-30 22:26:35;2008-07-31 09:26:35
801;2008-07-31 00:00:00;1;Security Update 2008-005;4;2008-07-31 21:52:04;2008-08-01 08:52:04
802;2008-08-04 00:00:00;49;iPhone software update 2.0.1 available;4;2008-08-04 20:12:53;2008-08-05 07:12:53
803;2008-08-04 00:00:00;55;iPod touch software update 2.0.1 available;4;2008-08-04 20:28:42;2008-08-05 07:28:42
804;2008-08-18 00:00:00;49;iPhone software update 2.0.2 available;4;2008-08-18 20:21:40;2008-08-19 07:21:40
805;2008-08-18 00:00:00;55;iPod touch software update 2.0.2 available;4;2008-08-18 20:22:15;2008-08-19 07:22:15
806;2008-08-22 00:00:00;56;Macbook Air software Update (368KB);4;2008-08-22 23:42:12;2008-08-23 10:42:12
807;2008-08-29 00:00:00;18;Final Cut Express 4.0.1 update available;4;2008-08-29 00:23:01;2008-08-29 11:23:01
808;2008-09-09 00:00:00;9;iTunes 8 with genius feature and new visualizer now available;2;2008-09-13 00:49:31;2008-09-13 11:49:31
809;2008-09-09 00:00:00;15;QuickTime 7.5.5 update available;4;2008-09-13 00:50:33;2008-09-13 11:50:33
810;2008-09-09 00:00:00;40;iPod shuffle new colours, same design (to match new iPod nano);4;2008-09-13 00:51:52;2008-09-13 11:51:52
811;2008-09-09 00:00:00;43;iPod nano 4th generation, tall design with accelerometer, 9 colours, 16GB US$199;2;2008-09-13 00:53:19;2008-09-13 11:53:19
812;2008-09-09 00:00:00;28;iPod classic 120GB only model, same design, US$249;3;2008-09-13 00:55:10;2008-09-13 11:55:10
813;2008-09-09 00:00:00;55;iPod touch 2nd generation, inbuilt speaker, volume controls, tapered design, 32GB US$399;2;2008-09-13 00:56:09;2008-09-13 11:56:09
814;2008-09-10 00:00:00;55;iPod touch software update 2.1 available;3;2008-09-13 00:57:28;2008-09-13 11:57:28
815;2008-09-12 00:00:00;49;iPhone software update 2.1 available;3;2008-09-13 00:58:03;2008-09-13 11:58:03
816;2008-09-15 00:00:00;1;10.5.5 update available (316MB) and Security Update 2008-006;3;2008-09-15 20:09:15;2008-09-16 07:42:47
817;2008-10-02 00:00:00;9;iTunes 8.0.1 update available (stability and bug fixes);4;2008-10-02 22:32:28;2008-10-03 09:32:28
818;2008-10-02 00:00:00;48;Apple TV 2.2 software update, adds iTunes 8 Genius support;3;2008-10-02 22:33:46;2008-10-03 09:33:46
819;2008-10-09 00:00:00;1;Security Update 2008-007;4;2008-10-09 22:10:44;2008-10-10 09:10:44
